agencyCode,agencyName,bureauCode,currentUII,investmentTitle,date,analysisResults,analysisConclusion,updatedTime
025,"Department of Housing and Urban Development",35,025-000000073,"IT Management",2021-10-21,"A more detailed for conducting Operational Analysis is being developed to be ready for implementation by January 2022 Passback submission.","continue as-is","2021-10-21 18:02:14"
010,"Department of the Interior",10,010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",2021-12-17,"There are no expectations of changes to business or operational factors that would affect any LCB DAMS ICS system or component in the foreseeable future.  All efforts are being made to maintain and extend the capabilities and take advantage or technical enhancements as they become available.
The systems within LCB Dams ICS will continue to fulfill the needs of Hoover, Davis, and Parker Dams supporting physical security measures and providing supervisory control and data acquisition for the management of these National Critical Infrastructure nodes.  There is no expected termination date for these systems.  They will be required for the foreseeable future.","continue as-is","2022-01-18 15:05:59"
010,"Department of the Interior",10,010-000000288,"BOR - CVACS (Central Valley Automated Control System)",2022-12-08,"Responses were generally positive. Users identified CVACS as beneficial to Reclamation and noted that it provides valuable operational and troubleshooting information. Areas of improvement include increased trending capabilities, automated generation startup sequences, and additional human-machine interfaces. Key stakeholders recognized the limited staff resources assigned to maintain and improve CVACS. The original estimated life cycle is unknown, but CVACS or a system with similar functionality will be required as long has Reclamation owns and operates hydro and hydropower facilities. CVACs continuous improvement process in place to maintain and ensure system compatibility with installed plant equipment at BORs mission critical facilities. Remembering that CVACs capabilities are heavily dependent on BORs physical facilities (hydropower dams, fish facilities, pumping plants, etc.) and the equipment used at these facilities, CVACS must be readily adaptable to facility needs and realities. CVACS' inherent architectural flexibility coupled with its continuous improvement processes facilitate meeting projected customer and stakeholder needs. Because CVACs is embedded in BORs operational practices, constant feedback from its customer base and stakeholders is helping to ensure the system continues to meet mission and operational objectives. Real-time use of CVACS is restricted to operational personnel at secure, designated facilities, and therefore, E-Gov initiatives are not leveraged. The real time side of CVACS is not directly route-ably connected to publicly accessible networks. CVACS should continue operations under its existing operational processes. System enhancements are typically driven by a new operational requirement, technology advancements (i.e. mechanical relays to digital relays, etc.) or compliance obligations. ","continue as-is","2023-01-05 11:29:14"
010,"Department of the Interior",00,010-000000368,"DOI - National Fire Plan Operations and Reporting System (NFPORS)",2023-03-03,"NFPORS has been meeting performance goals within the scope of what was planned in previous years for this investment and continues to support Department performance measures. However, the investment is in need of a technical refresh or transition. NFPORS is based on Adobe ColdFusion 18. Past leadership direction was focused on the possible integration of NFPORS as part of a broader service-oriented architecture and this direction came to fruition in 2021 with the addition of next generation requirements as part of the InFORM application.       Investment should be advanced (part of next generation strategy) for future DME (Development, Modernization, & Enhancement) in order to ensure continued investment viability.","continue as-is","2023-07-31 15:57:33"
010,"Department of the Interior",76,010-000000070,"BIA - National Irrigation Information Management System (NIIMS)",2021-09-24,"Results were as expected. User community is satisfied with the system as it meets their requirements.","initiate modernization/replacement action","2022-11-25 13:24:47"
010,"Department of the Interior",84,010-000000710,"ONRR - Minerals Revenue Management Support System (MRMSS)",2022-06-14,"ONRR continues to improve the functionality, performance and accuracy of its systems by listening to the needs of its clients, and by meeting legislative and regulatory requirements.  Based on ONRRS continued success and ongoing Strategic Goals the recommendation is to continue existing operational processes, enhancement and maintenance of MRMSS. Recommend future enhancements to the MRMSS applications and reporting to standardize with other bureau resource systems. This will benefit Department, Industry and ONRR users.","continue as-is","2022-11-25 13:24:49"
010,"Department of the Interior",10,010-000000292,"BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",2021-12-17,"A user survey was conducted in 2021. The responses from the survey reflects that the investment is meeting the customers need to a satisfactory level. Responses averaged 4.0 out of 5 on each element surveyed. The customers ratings are reflective of their reliance on the Industrial Control Systems to operate the facility that has met or slightly exceeded their expectations.
The system is currently meeting the needs of Reclamation. GCPO is substantially complete with a 10-year capital replacement of the SCADA system.  The legacy SCADA-C system was fully decommissioned in July 2021.  NIST 800-53 controls are assessed annually during internal control reviews.  POAMs are developed to address emerging areas of concern to support cyber security and to improve operational reliability.  The GCPO-ICS has resolved forty-seven POAMs over the FY2021 year.  ","continue as-is","2022-01-18 15:05:59"
010,"Department of the Interior",84,010-000002832,"DOI - IBC Time & Attendance",2022-03-07,"In  FY 2021, the IBC Quicktime Team undertook an analysis project to determine modernization options for Quicktime and the related systems.  This effort, the Human Resources Management Systems Solutions Request for Information (HRMSS RFI) sought information from industry regarding potential solutions for the future of Quicktime.
The Personnel and Payroll Systems Division is also working to restructure their release strategy to allow for more flexible release capabilities to include Agile. 
Quicktime has several opportunities in the upcoming fiscal years to expand its customer base and to enhance its technology.  

The Quicktime investment is currently conducting an alternatives analysis to consider the options for the future of Quicktime hosting and application services.  More details will be provided in the alternatives analysis.


","continue as-is","2022-11-25 13:24:48"
010,"Department of the Interior",00,010-000000368,"DOI - National Fire Plan Operations and Reporting System (NFPORS)",2022-02-25,"NFPORS has been meeting performance goals within the scope of what was planned in previous years for this investment and continues to support Department performance measures. However, the investment is in need of a technical refresh or transition.  NFPORS is based on Adobe ColdFusion 18. Past leadership direction was focused on the possible integration of NFPORS as part of a broader service-oriented architecture and this direction came to fruition in 2021 with the addition of next generation requirements as part of the InFORM application.","initiate innovation action","2022-11-25 13:24:49"
010,"Department of the Interior",12,010-000001050,"USGS - TNM Reengineering Project",2023-12-13,"The Project Manager recommends the system should continue operations with the following incremental enhancements.
-	 Migration of data and web map services to the cloud (IAAS) to enhance availability and performance to meet the increasing use of National Map Products and Services.
-	 Continued cartographic/visualization enhancement of the map services
-	 Automating the refresh of new dynamic elevation services and orthoimagery services through cloud processes
-	 Enabling Lidar data visualization and cloud processing to user base
-	 Additional analysis of the cost feasibility of using cloud processing to support elevation product production.

The USGS has a mandate to provide base topographic information to the Nation, including the needs of its own scientific programs and those of other Federal agencies. The mission is consistent with the Office of Management and Budget Circular A-16, ""Coordination of Surveying, Mapping, and Related Spatial Data Activities."" Circular A-16 requires the USGS to lead the Nation in providing and maintaining a common set of base information and is the Federal agency leader for elevation, hydrography, orthoimagery, and geographic names. The USGS is providing the national leadership to develop and maintain TNM. TNM supports National Critical Infrastructure assets by being the (1) guarantor of national data completeness, consistency, and accuracy, (2) catalyst and collaborator for creating and stimulating partnerships, (3) integrator and certifier of basic geospatial data from other participants, (4) owner and data producer of content for TNM when no other suitable and verifiable source for those data exist, and (5) leader in the development and implementation of national geospatial data standards. The National Map Reengineering Project describes the plan to provide the information technology and infrastructure to implement the vision of TNM in order to meet national needs for basic geospatial data.","continue as-is","2023-01-31 14:24:41"
010,"Department of the Interior",00,010-000000363,"DOI - Integrated Reporting of Wildland-Fire Information (IRWIN)",2021-10-01,"IRWIN is meeting its performance goals within the scope of what is planned.  The IRWIN team is in the process of working with the broader fire community to conduct an Azimuth check of IRWIN specific to its requirements and infrastructure to ensure that the community continues to benefit from IRWIN as technology evolves.","continue as-is","2022-03-29 12:59:36"
010,"Department of the Interior",04,010-000000094,"BLM - Collections and Billings System (CBS)",2022-02-23,"CBS continues to add interfaces every year, usually in the recreation site area.  CBS is currently modifying its' interfaces to meet the requirements of the MLRS project.  CBS needs to reduce its' reliance on file transfers and embrace Web Services.

Time is running out on the CBS system. The current CBS Multi-Tier architecture is difficult to maintain due to the wide variety of software required to support it:
Not many programmers have the Prolifics/Panther nor Informix skillsets, but if they do, it is expensive ($150 - $200 per hour). By continued investing in legacy software, we have less room for innovations. CBS is in dire need of modernization to:

 *Reduce the risk of technical obsolescence
 *Strengthen Security
 *Improve efficiency and scalability
 *Develop better business workflows
 *Improve the user experience
 *Reduce O&M costs.

Next Steps:
*An alternatives analysis is currently being developed to determine the best platform available for the CBS modernization project.
*Provide a very Rough Order of Magnitude cost range to convert the old CBS system to a new one based on the updated requirements and use cases, including data conversion and hardware costs.
*Obtain approval from ITIB on modernization

Based on the data above, the recommendation is to continue operations and maintenance of CBS. Additionally, technology updates and full modernization should be considered to mitigate risks associated with aging technology. CBS interconnects with and supports many BLM systems. Its operations have wide impact across BLM.

","initiate modernization/replacement action","2022-11-25 13:24:47"
010,"Department of the Interior",00,010-000000363,"DOI - Integrated Reporting of Wildland-Fire Information (IRWIN)",2020-08-17,"Over previous years of development for this investment, IRWIN has demonstrated successful usage of real time data while a wildland fire incident is within its operational period per the Office of Wildland Fire Five Year 
Plan. As a result, fire incidents are managed with far more coordination with strategies that reflect the unique characteristics of 
the land and environmental area across the different business processes of the wildland fire community. The investment in 
IRWIN continues to strengthen data sources across agencies for supporting wildland incident management.
The current version of IRWIN is based on Esri ArcGIS software with customized data sharing and validating routines, through 
API, that stakeholders must update API calls in order to interact with other connected fire management systems. IRWIN has 
maintained consistent API operations and methods since May 2014 while adding additional data elements (fields) to 
accommodate additional workflows to support wildland fire management. This strategy reduces the time and labor for the 
software customization which supports increased stakeholder focus on refining operational aspects as IRWIN remains in an 
operations and maintenance phase.
","continue as-is","2022-04-22 09:52:36"
010,"Department of the Interior",00,010-000000363,"DOI - Integrated Reporting of Wildland-Fire Information (IRWIN)",2022-03-17,"During FY22 an Azimuth check of IRWIN is in the process of being conducted.  This is to ensure that IRWIN maintains alignment with evolving technologies to best meet the needs of the community.  A preliminary business review of the system has been conducted, with a thorough review occurring at this time by the OWF Data Management Team with support from the broader community.  Following the business review, system architecture will be assessed based on the requirements to bring the system in line and help ensure the community has what is needed to perform their mission.","continue as-is","2022-11-25 13:24:49"
010,"Department of the Interior",00,010-999991141,"DOI - IBC FMLoB Shared Service Provider",2019-06-27,"The IBC FMLoB investment continues to perform well from a financial perspective as measured by the planned and actual costs captured through the Major IT Business Case Projects Activities table.  The IBC FMLoB lifecycle cost variance is $9.6M, and when expressed as a percentage of the planned value, the cost variance percent is 3.83%.  This investment continues to remain on schedule, as reflected in the schedule variance 1.0%.  A performance rebaseline is underway to request alignment of FY19-FY21 O&M costs.  This re-baseline request also reflects estimates for IBC to perform implementations for FRTIB for OFF and PRISM.  The IBC FMLoB has expanded use of the ServiceNow SaaS solution to increase efficiencies.

Migration to the Cloud is among the top technology opportunities for the FMLoB.  The FMLoB investment will begin an alternatives analysis to consider the options for Cloud hosting vs remaining in the DOI Data Center.  IBC is awaiting FEDRAMP certification of the Oracle Cloud EBS solution.  The team continues to investigate Oracle s Infrastructure as a Service (IaaS) and Platform as a Service (PaaS).  More details will be provided in the alternatives analysis. 

The IBC FMLoB has an exciting opportunity for use of robotics.  The IBC is participating in DOI s pilot for applying robotics to FBMS, the DOI financial management system.  Based on the relative success of this pilot, the IBC FMLoB will assess the viability of offering robotics as part of OFF.  Potential areas include database reads and writes, connecting to OFF s interfaces, extracting structure data from documents, form filling, and following  if/then  decisions and rules.","continue as-is","2021-09-24 10:34:24"
010,"Department of the Interior",18,010-000002748,"FWS - ECOSphere",2021-01-01,"There has been no further analysis on this system as it is still in development.","continue as-is","2021-09-24 10:34:24"
010,"Department of the Interior",22,010-000000226,"BSEE - Technical Information Management System (TIMS)",2020-09-30,"Summary of Results:  Category: Applicability; Definition:  Enhance Quality of Work and Productivity Survey; Response:  77.4%; Category:  System Reliability; Definition:  Is stable and accessible when needed; Response:  88.9%; Category:  Performance; Definition:  The system performance fast and as intended; Response:  85.2%; Category Usability; Definition:  TIMS is easy to use, good documentation; Response:  80.3%; Category:  Data Reliability; Definition:  Data is accurate, formatted, complete; Response: 88.5%.  Based on the above, the User Satisfaction quantitative measure is derived as:  Overall User Satisfaction is 84%.  The area of improvements were found in Applicability and Training and Performance and Data Reliability.  For further details, please refer to the FY 2020 Operational Analysis.","continue as-is","2021-09-24 10:34:23"
010,"Department of the Interior",84,010-000002830,"DOI - IBC Payroll",2022-03-07,"In  FY 2021, the IBC FPPS Team undertook an analysis project to determine modernization options for FPPS and the related systems.  This effort, the Human Resources Management Systems Solutions Request for Information (HRMSS RFI) sought information from industry regarding potential solutions for the future of FPPS.

In FY 2022, Web FPPS will be replaced with an update graphical user interface. This Gui enhancement will result in a more user friendly experience with better navigation and ease of use.

The Personnel and Payroll Systems Division is also working to restructure their release strategy to allow for more flexible release capabilities to include Agile. 
The FPPS investment is currently conducting an alternatives analysis to consider the options for the future of FPPS hosting and application services.  More details will be provided in the alternatives analysis","continue as-is","2022-11-25 13:24:48"
010,"Department of the Interior",84,010-000002623,"ONRR - Modernization",2022-09-14,"There is currently no Operational Analysis for the ONRR Modernization investment as it is still in the development phase and does not yet have any operational components to evaluate.","continue as-is","2022-11-25 13:24:49"
010,"Department of the Interior",24,010-000001985,"NPS - Recreation Business Management System (RBMS)",2017-09-29,"POSS (child investment) had four performance measures, measured monthly:
 	Uptime
 	Error-free Credit Card Settlements
 	Park coverage
 	Satisfied fee managers
The following are the average actual measures for each performance metric for FY2015:  

Row Labels	Average of Actual Result
Error Free Credit Card Settlements	74.3% Error Free
Park Coverage	6
Satisfied Fee Managers	6
Uptime	74.3% Uptime

The following conclusions can be drawn from these performance metrics:

 	The goal of 100% error-free credit card settlements was not met, at an average of 74.3% error-free credit card settlements. The failures that caused errors in credit card settlements were related to infrastructural failures beyond the control of POSS at the Denver Data Center; however, they do highlight some of the infrastructure issues the program faces. 
 	Simliarly, the actual uptime result of 74.3% was short of the goal of 100%, for the same reasons described above.
 	The goal of satisfied fee managers has been consistently met; however, this metric fluxuates based upon the current stress level of the park employee s. For the majority of the measurement period all fee managers report satisfied.
 	The goal of park coverage (6) has been consistently met.

ERMS (child investment) - Not applicable.

Fee Program Support - Not available.

Fee Program Point of Sale is not yet in production and operation data is not yet available.","continue as-is","2021-09-24 10:34:23"
010,"Department of the Interior",00,010-000000368,"DOI - National Fire Plan Operations and Reporting System (NFPORS)",2021-01-20,"NFPORS has been meeting performance goals within the scope of what was planned in previous years for this investment and continues to support Department performance measures.  However the investment is in need of a technical refresh or transition.  NFPORS is based on Adobe ColdFusion 18.  The information we see from Adobe is that it will not be supported in the future(nothing official has been provided on when this may happen -with software updates such as fixes and patches).  Past leadership direction was focused on the possible integration of NFPORS as part of a broader service-oriented architecture where consolidation of user accounts could occur as well as use of data within and across applications.  This past direction from OWF / WFIT leadership to integrate within IFTDSS was revisited in2019, resulting in the need to evaluate additional options as shown in section 5.As a whole, the cost variances due to decreased spending are a positive, considering recent reductions to and tightening of budgets, however we are not in alignment with eCPIC information and reporting regarding this approach of a scaled back focus on O&M. One of the ways to address this is to rebaseline the investment in eCPIC so we are accurately reporting.  This would improve the dashboard information but it would not provide a report as to what is planned and where the investment is going.  Further, with the direction to do a next generation NFPORS, the time and effort invested in rebaseline now would potentially be lost as an updated rebaseline in the near future would be required once the next generation NFPORS is lined out .NFPORS  management is working on these options with one of these including a re-competed contract for NFPORS next generation work either separately or through InFORM. ","initiate modernization/replacement action","2021-09-24 10:34:24"
010,"Department of the Interior",10,010-000000288,"BOR - CVACS (Central Valley Automated Control System)",2020-12-15,"A satisfaction survey (Appendix A) was distributes to the entire CVACS user base. Most of the survey question 6 responses were highly positive of the CVACS investment and stressed the importance of this investment to meeting Reclamation's overall mission. In particular, one response succinctly summed up the consesus, ""The CVACS Computer System is excellent and all of the staff that supports CVACS is doing an excellent job maintaining the system. The staff is very helpful when problems occur."" Increasing automation utility and increasing query times were the general responses received for survey question 7. Much of these items are addressed routinely as vendor application updates are received. CVACS relies on available sensor data, and one comment targeted the need to better coordinate sensor replacement as these products fail. There was also a respondent that provided comments related to personnel duty assignments, which are out of scope of this investment.
","continue as-is","2021-09-24 10:34:23"
010,"Department of the Interior",00,010-999993100,"DOI - Geospatial Platform and Shared Services",2023-06-30,"USGS recommendation is to continue the existing operational system as-is.  The investment's development component will have updates for fiscal years FY24 and FY25 if or as required.  The development component's design and implementation for templates and a dashboard reporting which summarizes the agencies' responses, have proven to be very successful for the FGDC's understanding, summarization and reporting to Congress.  The development component's templates for Federal Agencies include but are not limited to those listed below.  Develpment for FY22-FY23 templates and dashboards is ongoing at this time.
 
2022 Covered Agencies Reports Templates
2022 Covered Agencies Dashboard Reporting Templates
FDGC GDA Report to Congress Phase 1 and Phase 2 Summary","continue as-is","2023-07-31 15:57:33"
010,"Department of the Interior",00,010-999991141,"DOI - IBC FMLoB Shared Service Provider",2022-02-28,"Survey participation was at an all-time low of 4% and IBC is looking for ways to increase this. The analysis shows no significant gaps in performance, however IBC is committed to continuous improvement in the areas of customer communications and outreach, strategy and business results, financial performance, and innovation.","continue as-is","2022-11-25 13:24:48"
010,"Department of the Interior",24,010-000001985,"NPS - Recreation Business Management System (RBMS)",2021-08-31,"Recreation Business Management System initiated to replace the Fee Program Point of Sale recently entered into production and operation data is not yet available. Post Implementation Review will be undertaken after 6-12 months after roll-out to Parks (August 2021).","continue as-is","2021-09-24 10:34:25"
010,"Department of the Interior",12,010-000001049,"USGS - National Water Information System (NWIS)",2023-03-03,"The NWIS Investment is a critical set of applications for the WMA that address its needs for acquiring, processing, managing, and disseminating information. The NWIS Modernization Program is necessary to address fragile legacy application replacement work that balances current WMA fiscal needs with needed technological improvements and operational priorities. Maintaining a status quo approach of not modernizing NWIS means that eventually the technical debt will grow too large to sustain the suite of applications, workflows, and processes so continued investment is necessary. The NWIS Modernization Program performs in-depth analysis of legacy features to identify which are necessary in future applications and is appropriately prioritizing those needs in a systematic fashion to ensure the entire NWIS ecosystem maintains functionality throughout the modernization efforts. The Enterprise Technology Office continues to assess and evaluate usage patterns and provide feedback on new implementations to ensure a cost effective and sustainable end state is reachable. Both the Program and ETO identified concerns around the current developer contract transition and have worked to minimize the transition, as well as ensure that the future contract can scale up appropriately to meet NWIS and other WMA needs. This contract change did result in a slowdown in activities in FY22 but allows for an accelerated development starting in FY23 with room for capacity improvement.   

The operational aspects of NWIS should be evaluated to address a splintering of applications into multiple programs and divisions to ensure common operational objectives are identified and progress is made towards achieving them. The NWIS Investment should continue to prioritize modernization efforts to replace legacy applications and continue to find operational efficiencies. ","continue as-is","2023-05-01 11:46:34"
010,"Department of the Interior",10,010-000000287,"BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)",2022-12-08,"All targets were met within Investment Performance Metrics. Because of the continuous improvement plan, the lifecycle of the system is determined by the sum of its parts, and thus indefinite. Equipment and software lifecycles follow enterprise standards with renewing and refreshing components such as workstations every four years.  Application lifecycles follow vender specific release schedules CRSP ICS systems have a continuous improvement plan in place which provides for operational agility while supporting integration with existing plant equipment. The plan allows for modular changes to the system, hardware, or software, to support plant upgrades and modernizations. Changes to the system are tracked through a comprehensive change management program. The investment management team meets as needed, but at least yearly, to discuss lifecycle replacement and plan any costs associated with lifecycle management. The same opportunities documented in the prior year operational analysis still apply.  Newer platform virtualization technologies could allow CRSP to reduce its physical footprint significantly while increasing system reliability and supporting ""Go Green"" initiatives.  In addition, the exploration and implementation of virtualization technology could potentially improve system availability.  Incorporating updated networking technology and infrastructure for both CRSP SCADA and EACSS could increase reliability, efficiency, and reduce operational costs due to utilizing shared virtual resources across both networks. This is a steady state investment. The continuous improvement process allows the system to be continually updated with new technology. System components such as hardware and software
platforms can be upgraded as it becomes necessary. Succession planning for experienced staff is the key consideration with this investment. Due to its complex integrated nature, staffing skills are critical to develop and maintain, and as such any lead time for succession planning with staff retirements is crucial. ","continue as-is","2023-01-05 11:31:20"
010,"Department of the Interior",24,010-000000578,"NPS - PPFL - Enterprise Facility Management Software System (EFMSS)",2021-02-26,"Enterprise Facility Management Software System (EFMSS) is an asset and work identification, planning, and management system that supports the Department of the Interior (DOI) and NPS enterprise asset management programs, mission requirements, and applicable executive orders and director s orders.
Mission Analysis: The EMFSS investment is continuing to meet Bureau and Department mission or strategic goals and to support the Department s e government strategy.  Customer Assessment: Overall, the EFMSS is providing customers with a reasonable level of functionality and performance and is meeting customer needs to a reasonable level. The survey indicated that there are specific areas and needs requiring additional analysis for potential improvement. Performance Assessment: Performance goals have been developed and reported on, and the majority of the performance goals for FY2020 have been achieved.","initiate innovation action","2021-09-24 10:34:23"
010,"Department of the Interior",04,010-000000086,"BLM - Automated Fluid Mineral Support System (AFMSS)",2021-10-01,"The AFMSS system is vital to operations, management, and reporting of the Fluid Mineral Program for the BLM. AFMSS is not performing as expected and BLM is going to have a technical analysis conducted in FY22 to decide if the current program should be improved or redeveloped.  Funding should be commensurate with the requirements identified by all levels of the organization sufficient to meet the needs of industry users, BLM users, partner agency users, and mandated public notices and reports, and continued development to keep the system modern.","continue as-is","2022-11-25 13:24:47"
010,"Department of the Interior",18,010-000000406,"FWS - Environmental Conservation Online System (ECOS)",2022-07-05,"Continue with migration of system to new ECOSphere","continue as-is","2023-02-27 12:54:17"
010,"Department of the Interior",10,010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",2020-12-17,"In November 2020 a survey was distributed to the HVRSCADA, EACSS, and HWWMS operators, systems engineers and security guard operators, the users of the LCB DAMS ICS systems. Customers have requested an increase in staffing and an update to existing equipment. These requests are planned and are being addressed with upcoming activities.
","continue as-is","2021-09-24 10:34:21"
010,"Department of the Interior",18,010-000000456,"FWS - LEMIS",2019-11-01,"All OLE personnel are users of the system.  This includes wildlife inspectors, special agents, legal assistants, evidence custodians, case management specialists, forensics lab personnel, and managers.  User/customer satisfaction is assessed using a variety of methods, but primarily through a three-pronged approach:  Formal surveys through the Footprints change management system; regular meetings with the OLE Assistant Special Agent in Charge (ASAC) committee; and, presentations/interaction at annual special agent and wildlife inspector in-service sessions, and regional administrator conferences.  In addition, LEMIS personnel meet with industry and wildlife trade representatives to assess the effectiveness of, and user satisfaction with, public accessible systems (Bird Fatality/Injury reporting program, and the electronic declarations system, eDecs).
Survey results and user/customer inputs indicate, almost exclusively, a high level of user satisfaction with respect to functionality and performance.  Usage has generally trended sharply upward in the last 10 years.  For example, more that 85% of all wildlife import/export declarations are now filed electronically through the eDecs system.  Of those eDecs, more than three quarters have user fees processed on-line/electronically.  Almost all Civil Asset Forfeiture Act (CAFRA) Notice of Seizure letters are processed using the LEMIS eCAFRA module.  The vast majority of all Violation Notices written by OLE officers are processed through the LEMIS Violation Notice module.  All OLE special agents track investigative activities through the LEMIS Activity Reporting module.  Every subject investigated by a OLE officer is checked through the LEMIS Intelligence subsystem and LEMIS Identification (LID) module.  Customer satisfaction assessments consistently show that users give high marks for LEMIS Help Desk responsiveness, and OLE-specific customization for all program enhancements.","continue as-is","2021-09-24 10:34:24"
010,"Department of the Interior",12,010-000000987,"USGS - Advanced National Seismic System (ANSS)",2023-11-01,"The system should continue to be operated as-is, responding to advisory committee guidance as detailed in section 4 of Operational Analysis version 7.0 uploaded into https://collaboration.usgs.gov/aei/ei/IIM/cpic/resources/Investment%20Artifacts/Forms/AllItems.aspx.","continue as-is","2023-01-31 14:24:41"
010,"Department of the Interior",10,010-000000292,"BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",2020-12-18,"A user survey was conducted in 2020.  The responses from the survey reflects that the investments is meeting the customers need to a satisfactory level. The customers ratings are reflective of their reliance on the ICS systems to operate the facility that has met or slightly exceeded their expectations from previous years performance. With capital replacement activities nearly completed, minimal forced outages and general improvements in data reliability being observed over the past couple of years, the customers responses reflect above average satisfaction with the ICS systems. 
","continue as-is","2021-09-24 10:34:22"
010,"Department of the Interior",00,010-000000319,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",2018-08-30,"Based on a thorough analysis of information in the previous fiscal year, the system continues to be maintained at optimum performance for law enforcement reporting and continues to deliver additional features for optimization of additional modules and interface requirements.
The investment should continue with full funding as it provides the critical function of law enforcement records management & other functions for the DOI (the third largest law enforcement community in the federal government).","continue as-is","2021-09-24 10:34:22"
010,"Department of the Interior",10,010-000000287,"BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)",2021-12-15,"This is a steady state investment. The continuous improvement process allows the system to be continually updated with new technology. System components such as hardware and software platforms can be upgraded as it becomes necessary. Succession planning for experienced staff is the key consideration with this investment. Due to its complex integrated nature, staffing skills are critical to maintain, and as such any lead time for succession planning with staff retirements is crucial.","continue as-is","2022-03-10 09:55:30"
010,"Department of the Interior",10,010-000000292,"BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",2022-12-07,"The response from the survey reflects that the investment is meeting the customers need to a satisfactory level. Responses averaged 4.1 out of 5 on each element surveyed. The customers ratings are reflective of their reliance on the Industrial Control Systems to operate the facility that has met or slightly exceeded their expectations. The original life cycle of the GCPO ICS system is 20 years. The SCADA-C investment was replaced with the GDACS investment in FY21. The GCPO ICS RBMS sub-investment has been integrated into the SCADA-G sub-investment to take advantage of a compliance, cyber secure and compatible architecture for data collection, analysis and altering users of the RBMS down river well system. The integration of RBMS provides GCPO with resource consolidation and cost savings of $250,000 annually over the lifetime of the SCADA-G sub-investment. The Life Cycle Management (LCM) programs of each GCPO ICS sub-investment is supported through planning and collaboration between multiple Reclamation Offices including: GCPO ICS groups, GCPO Operations Division, GCPO Engineering Division, CPN-IT Division, BOR Information Reliability Office Division, BOR Risk Management Services Division, and the Technical Service Center (TSC). Bonneville Power Administration and BOR coordinate and collaborate their LCM programs through the Joint Operation Committee (JOC) and the capital planning sub-committee. For the SCADA-G sub-investment, the GCPO ICS group utilizes its interagency partnership with USACE to annual review and replace network, server, PLC components on a frequent basis to extend the life expectancy of the sub-investment. In FY2023, the GCPO-ICS investment will complete the deployment a Splunk based system log data collection system to align with BOR ICS Splunk Enterprise pilot efforts to resolve existing POAMs and provide enterprise-wide alerting for Information Security Officers to address potential threats in real-time. In FY2023, GCPO will begin utilizing new vulnerability scanning tools to align with BOR CPN regions scanning tools. Succession plan recommendations: Indicate and explain rational if the existing IT investment, or specific technology components, systems, applications, etc., should continue in operation as is, be enhanced, terminated, replaced, etc. If the system is to be enhanced or terminated, summarize the actions to be taken this next fiscal year. SCADA-G and EACSS sub-investments should continue in operations as is. ","continue as-is","2023-01-05 11:29:14"
010,"Department of the Interior",18,010-000000406,"FWS - Environmental Conservation Online System (ECOS)",2021-07-01,"Continue with migration of system to new ECOSphere","continue as-is","2021-09-24 10:34:22"
010,"Department of the Interior",00,010-000000368,"DOI - National Fire Plan Operations and Reporting System (NFPORS)",2019-09-20,"NFPORS has been meeting performance goals within the scope of what was planned in previous years for this investment and continues to support Department performance measures.  However the investment is in need of a technical refresh or transition.  NFPORS is based on Adobe ColdFusion 18.  The information we see from Adobe is that it may not be supported in the future (nothing official has been provided - with software updates such as fixes and patches).  Past leadership direction was focused on the possible integration of NFPORS as part of a broader service-oriented architecture where consolidation of user accounts could occur as well as use of data within and across applications.  This past direction from OWF / WFIT leadership to integrate within IFTDSS was revisited in 2019, resulting in the need to evaluate additional options as shown in section 5. As a whole, the cost variances due to decreased spending are a positive, considering recent reductions to and tightening of budgets, however we are not in alignment with eCPIC information and reporting regarding this approach of a scaled back focus on O&M.  One of the ways to address this is to rebaseline the investment in eCPIC so we are accurately reporting.  This would improve the dashboard information but it would not provide a report as to what is planned and where the investment is going.  Further, with the direction to do a next generation NFPORS, the time and effort invested in rebaseline now would potentially be lost as an updated rebaseline in the near future would be required once the next generation NFPORS is lined out.  NFPORS management is working on these options with one of these including a re-competed contract for NFPORS next generation work.  In the meantime work was completed with AQD on solicited contract for 24 months to provide time for the options to be evaluated.    ","initiate modernization/replacement action","2021-09-24 10:34:24"
010,"Department of the Interior",18,010-000002650,"FWS - Infrastructure - Network",2020-12-30,"Due dates for performance metrics were updated. The performance of the investment was weighed against the performance metrics and documented. It was determined that the investment met all performance metrics.","continue as-is","2021-09-24 11:09:04"
010,"Department of the Interior",78,010-000000703,"BTFA - Accounting Reconciliation Tool (ART)",2019-07-16,"Overall, 71% of users provided positive responses to the user satisfaction survey.  This is an increase of 6% from the previous year.  The User Satisfaction Survey will now be conducted once a year  The feedback from the survey will be used to determine if the ART will stay in a Steady State or requires enhancements consistent with DME.  Currently no additional enhancements are planned for the ART or DaRT.  Increased communication with users will help to manage Steady State resources and activities.  The next survey will be conducted at the end of FY2020.","continue as-is","2021-09-24 10:34:22"
