agencyCode,agencyName,currentUII,investmentName,contractPIID,referencePIID,updatedTime
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R8123P0062,N/A,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L6222F0021,140L6222F0021,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000000299,"BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",140R21PG00017,N/A,"2023-05-31 14:27:00"
010,"Department of the Interior",010-000000494,"NPS - CR Historic Preservation Tax Incentives System",140P2122F0012,140P2121A0031,"2023-05-31 14:27:00"
010,"Department of the Interior",010-000000116,"BLM - Incident Qualifications and Certification System (IQCS)",140L0623F0096,140L0623F0096,"2023-07-31 16:03:12"
010,"Department of the Interior",010-000000169,"BLM - Forest Resources Information System (FRIS), Formerly TSIS",140L0623F0121,140L0623F0121,"2023-07-31 16:41:34"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L1223F0011,140L1223F0011,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8122F0268,NNG15SD19B,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L6423F0026,140L6423F0026,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000002750,"BOR - Infrastructure - Delivery",140R8121F0372,47QRAA18D00BB,"2023-05-31 16:51:56"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0622F0117,140L0622F0117,"2023-07-31 16:27:50"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R2023F0052,"GS03F102CA ","2023-06-30 10:49:48"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8122F0294,NNG15SD70B,"2023-05-31 16:51:58"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0136,NNG15SC05B,"2023-06-30 10:49:47"
010,"Department of the Interior",010-000000468,"FWS - Wildlife Tracking and Reporting on Actions for Conservation of Species (Wildlife TRACS)",140F0922F0068,47QTCB22D0302,"2023-05-31 14:27:00"
010,"Department of the Interior",010-000002500,"BLM - Infrastructure - Data Center & Cloud",140L0622F0084,140L0622F0084,"2023-07-31 16:27:49"
010,"Department of the Interior",010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",140R3023P0033,"C13HKCJPCEY3 ","2023-07-31 16:03:14"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8122F0337,140R8118D0005,"2023-05-31 16:51:57"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8121P0120,N/A,"2023-05-31 16:52:03"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud","140R8123F0127 ","NNG15SD70B ","2023-06-30 10:49:45"
010,"Department of the Interior",010-000000279,"BOR - CARMA (Capital Asset and Resource Management Application)",140R8122F0337,140R8118D0005,"2023-05-31 17:13:25"
010,"Department of the Interior",010-000002750,"BOR - Infrastructure - Delivery",140R8122F0112,140R8120D0005,"2023-05-31 16:51:56"
010,"Department of the Interior",010-000002628,"BLM - Infrastructure - IT Management",140L0622F0181,140L0622F0181,"2023-07-31 16:27:50"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance","140R8123F0171 ","140R8118D0006 ","2023-06-30 10:49:45"
010,"Department of the Interior",010-000000299,"BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",140R8123F0039,GS02F026DA,"2023-05-31 14:26:59"
010,"Department of the Interior",010-000001946,"BOR - CGB ICS (California-Great Basin Industrial Control Systems)",140R8123F0152,NNG15SD72B,"2023-07-31 16:41:35"
010,"Department of the Interior",010-000002750,"BOR - Infrastructure - Delivery",140R8123F0014,140R8120D0005,"2023-05-31 16:51:56"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0180,NNG15SC05B,"2023-07-31 16:28:02"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0166,NNG15SC05B,"2023-06-30 10:49:46"
010,"Department of the Interior",010-000000277,"BOR - BORWMIS (BOR Water Management Information System)",140R8123F0106,"140R8121D0002 ","2023-05-31 14:26:59"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0623F0118,140L0623F0118,"2023-07-31 16:27:52"
010,"Department of the Interior",010-000000288,"BOR - CVACS (Central Valley Automated Control System)",140R2021P0097,N/A,"2023-05-31 17:13:24"
010,"Department of the Interior",010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",140R3022P0021,"K1Q7CJ3R3BK9 ","2023-07-31 16:03:14"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R2023F0051,GS00Q17NSD3000,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000001049,"USGS - National Water Information System (NWIS)",140G0119D0008,,"2023-05-31 17:13:24"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123P0020,N/A,"2023-05-31 16:51:59"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R8123P0064,N/A,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000000299,"BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",140R8122P0032,N/A,"2023-07-31 16:41:35"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0001,140R8121D0002,"2023-07-31 16:28:03"
010,"Department of the Interior",010-000002813,"OIG - Infrastructure - Network",140T0123F0002,,"2023-05-31 16:51:57"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance",140R8123F0070,140R8122A0002,"2023-05-01 12:45:33"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance",140R8122F0317,140R8118D0006,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000001049,"USGS - National Water Information System (NWIS)",140G0223D0008,,"2023-06-30 10:09:30"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8123F0004,140R8120D0005,"2023-05-31 16:51:58"
010,"Department of the Interior",010-000000710,"ONRR - Minerals Revenue Management Support System (MRMSS)",140D0422F0758,NNG15SC59B,"2023-05-01 11:49:40"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0143,"GS03F102CA ","2023-06-30 10:49:44"
010,"Department of the Interior",010-000000287,"BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)",140R8123F0056,NNG15SC05B,"2023-03-31 12:40:28"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0622F0178,140L0622F0178,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000000275,"BOR - BORHMIS (BOR Hydrological and Meteorological Information System)",140R8123F0089,47QTCA20D00B5,"2023-05-31 14:26:59"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8122F0173,140R8118D0001,"2023-07-31 16:28:01"
010,"Department of the Interior",010-000002658,"BOR - Infrastructure - Application",140R2023F0067,NNG15SC05B,"2023-07-31 16:27:49"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0622F0184,140L0622F0184,"2023-07-31 16:27:52"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R8120F0176,NNG15SC23B,"2023-07-31 16:27:55"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L1222P0091,140L1222P0091,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002629,"BOR - Infrastructure - IT Management",140R8122F0175,140R8119A0001,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002034,"NPS - PPFL - Decision Tool (PPFL-DT)",140P2122F0069,,"2023-06-30 11:19:44"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L4023F0009,140L4023F0009,"2023-07-31 16:27:52"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L1222P0056,140L1222P0056,"2023-07-31 16:27:50"
010,"Department of the Interior",010-000000319,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",140D0423F0434,GS-35F-349CA,"2023-05-31 17:13:24"
010,"Department of the Interior",010-000000276,"BOR - BORSSIS (BOR Safety and Security Information System)","140R8123P0059 ",N/A,"2023-06-30 11:19:42"
010,"Department of the Interior",010-000002629,"BOR - Infrastructure - IT Management",140R8120F0259,140R8119D0005,"2023-05-31 16:51:56"
010,"Department of the Interior",010-000000299,"BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",140R8121P0004,N/A,"2023-05-31 14:26:59"
010,"Department of the Interior",010-000002500,"BLM - Infrastructure - Data Center & Cloud",140L0622F0174,140L0622F0174,"2023-07-31 16:27:50"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8120P0095,N/A,"2023-06-30 10:49:47"
010,"Department of the Interior",010-000000296,"BOR - CPN ICS (Columbia-Pacific Northwest Industrial Control Systems)",140R8122F0354,140R8120D0005,"2023-05-31 14:26:59"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L6422F0007,140L6422F0007,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R8121P0019,N/A,"2023-05-31 16:51:59"
010,"Department of the Interior",010-000002647,"BLM - Infrastructure - Network",140L1221P0050,140L1221P0050,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User","140R8119P0072 ",N/A,"2023-07-31 16:28:00"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User","140R8123F0094 ",N/A,"2023-05-31 16:52:00"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R8122F0163,140R8120D0005,"2023-05-01 12:45:34"
010,"Department of the Interior",010-000001519,"BOR - eDRAWS (Electronic Drawing Repository and Automated Workflow Solution)",140R8122F0291,140R8119D0002,"2023-07-31 16:41:35"
010,"Department of the Interior",010-000002648,"BOR - Infrastructure - Network",140R1720P0035,N/A,"2023-05-31 16:51:58"
010,"Department of the Interior",010-000000710,"ONRR - Minerals Revenue Management Support System (MRMSS)",140D7019F0089,NNG15SC59B,"2023-05-01 11:49:40"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8123F0043,140R8120D0005,"2023-05-31 16:51:56"
010,"Department of the Interior",010-000000495,"NPS - CR State, Tribal and Local Plans and Grants System",140P2122F0012,140P2121A0031,"2023-05-31 14:27:01"
010,"Department of the Interior",010-000002837,"BTFA - Digital Center of Excellence (DCE)",140D0421F0628,140D0418D0007,"2023-05-31 17:13:24"
010,"Department of the Interior",010-000002876,"OCIO - Infrastructure - Information Management and Compliance",140D0419F0187,GS00Q14OADS110,"2023-03-31 13:32:14"
010,"Department of the Interior",010-000000288,"BOR - CVACS (Central Valley Automated Control System)",140R8122P0035,N/A,"2023-05-31 17:13:24"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123P0069,N/A,"2023-07-31 16:28:00"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8123F0101,NNG15SD74B,"2023-05-31 16:51:57"
010,"Department of the Interior",010-000000299,"BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",140R8123P0015,N/A,"2023-07-31 16:41:36"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance",140R8123F0089,47QTCA20D00B5,"2023-03-31 13:32:13"
010,"Department of the Interior",010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",140R8123F0080,NNG15SD41B,"2023-07-31 16:03:14"
010,"Department of the Interior",010-000001047,"USGS - Land Satellites Data System (LSDS)",140G0122F0275,140G0121D0001,"2023-07-31 16:03:12"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0149,140R8118D0001,"2023-07-31 16:28:02"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0621F0362,140L0621F0362,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000000554,"NPS - NPS.gov and Mobile App",140P2122F0156,,"2023-06-30 11:19:44"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance",140R8122F0208,NNG15SD70B,"2023-05-01 12:45:33"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L0123F0072,140L0123F0072,"2023-07-31 16:27:50"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User","140R8123F0077 ","140R8120D0005 ","2023-03-31 13:32:19"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0178,"NNG15SC05B ","2023-06-30 10:49:48"
010,"Department of the Interior",010-000000294,"BOR - LCB DAMS ICS (Lower Colorado Basin Dams Industrial Control Systems)",140R3023P0001,N/A,"2023-06-30 10:09:29"
010,"Department of the Interior",010-000000288,"BOR - CVACS (Central Valley Automated Control System)",140R2023F0059,GS09Q11DLD7006,"2023-07-31 16:03:13"
010,"Department of the Interior",010-000002253,"BOR - Infrastructure - IT Security & Compliance",140R8122F0179,140R8118D0006,"2023-05-01 12:45:33"
010,"Department of the Interior",010-000002502,"BOR - Infrastructure - Data Center & Cloud",140R8123F0128,NNG15SD11B,"2023-07-31 16:27:51"
010,"Department of the Interior",010-000002532,"BLM - Infrastructure - End User",140L3923P0056,140L3923P0056,"2023-07-31 16:27:53"
010,"Department of the Interior",010-000002534,"BOR - Infrastructure - End User",140R8123F0075,NNG15SC33B,"2023-05-31 16:52:00"
010,"Department of the Interior",010-000000274,"BOR - REGIS (Reclamation Enterprise Geographic Information Systems)","140R8122F0288 ",NNG15SD70B,"2023-05-31 14:26:59"
010,"Department of the Interior",010-000000277,"BOR - BORWMIS (BOR Water Management Information System)",140R3023F0056,"140R8119D0003 ","2023-07-31 16:41:36"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)",15JA0523F00000117,NNG15SC14B,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003197,"USA Applications Support Unit"," 15JPSS23F00000075 ",47QTCK18D0009,"2023-05-17 09:02:55"
011,"Department of Justice",011-000002704,"EOIR Mission Critical Systems",15JE1R22F00000139,47QTCB22D0201,"2023-06-23 08:05:31"
011,"Department of Justice",011-000002801,"USA Victim Notification System (VNS)",15JPSS22F00000149,15JPSS22F00000149,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003555,"DEA Data Center",15DDHQ23F00000226,,"2023-04-26 10:46:55"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000376,NNG15SC55B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003519,"OJP FICAM",15PTDS23F00000001,NNG15SC23B,"2023-06-23 08:05:31"
011,"Department of Justice",011-000003493,"CRM End-user Equipment",15JPSS23F00000177,,"2023-04-26 10:46:55"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE22F00000001,47QTCA21D0046,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003367,"FBI Uniform Crime Reporting (UCR)",15F06718D002147,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000002809,"FBI Operational Wide Area Network (OpWAN)",15F06722F0001632,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD23F00000012,NNG15SD60B,"2023-06-23 08:05:32"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000398,NNG15SC55B,"2023-06-21 11:19:11"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD22F00000010,15PTDD20A00000001,"2023-06-23 08:05:32"
011,"Department of Justice",011-000003134,"EOIR Telecom",15JE1R23F00000042,NNG15SD72B,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003044,"OJP Telecom",15PTDE23F00000003,NNG15SD80B,"2023-06-21 11:19:06"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000043,NNG15SD60B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003491,"CRM Data Center Operations",15JPSS23F00000177,,"2023-04-26 10:46:55"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15JPSS23F00000063,NNG15SC27B,"2023-06-23 08:05:33"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)",15JPSS23F00000332,15JPSS22A00000118,"2023-05-16 07:45:38"
011,"Department of Justice",011-000002704,"EOIR Mission Critical Systems",15JE1R23P00000008,N/A,"2023-06-23 08:05:31"
011,"Department of Justice",011-000003393,"FBI Bureau Investigative Document Management & Analysis System (BIDMAS)",DJF-22-0600-PR-0004113,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003393,"FBI Bureau Investigative Document Management & Analysis System (BIDMAS)",DJF-22-0600-PR-0002693,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000002501,"FBI Combined DNA Index System (CODIS)",DJF151200D0003253,,"2023-06-21 10:07:58"
011,"Department of Justice",011-000003043,"OJP IT Security",15PTDS23F00000006," NNG15SD72B ","2023-06-21 11:19:07"
011,"Department of Justice",011-000003492,"CRM Network",15JPSS23F00000177,,"2023-04-26 10:46:55"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000017,NNG15SD33B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003134,"EOIR Telecom",15JPSS23F00000320,47QTCK18D0031,"2023-06-21 11:19:08"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)",15JPSS23F00000131,15JPSS22A00000118,"2023-05-16 07:45:38"
011,"Department of Justice",011-000002155,"USA Telecommunications",15JA0523F00000002,,"2023-05-16 07:45:38"
011,"Department of Justice",011-000002704,"EOIR Mission Critical Systems",15JPSS22F00000690,15JPSS18DPZM00011,"2023-06-23 08:05:31"
011,"Department of Justice",011-000003043,"OJP IT Security",15PTDS23F00000002,NNG15SD06B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000019,NNG15SD26B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003134,"EOIR Telecom",15JE1R23F00000049,NNG15SC00B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003635,"FBI Law Enforcement Online (LEO) Services",15F06718D002147,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000028,NNG15SD76B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003494,"CRM Customer Services",15JPSS23F00000177,,"2023-04-26 10:46:54"
011,"Department of Justice",011-000003134,"EOIR Telecom",15JE1R23F00000047,NNG15SD00B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)"," 15JPSS23F00000028 ",47QTCK18D0053,"2023-05-16 07:45:38"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000048,NNG15SD60B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDD23P00000004,,"2023-06-21 11:19:08"
011,"Department of Justice",011-000002704,"EOIR Mission Critical Systems",15JE1R22F00000137,47QTCB22D0317,"2023-06-23 08:05:31"
011,"Department of Justice",011-000003393,"FBI Bureau Investigative Document Management & Analysis System (BIDMAS)",DJF-22-0600-PR-0001623,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDD23P00000007,,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000011,NNG15SC69B,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003023,"USA IT Security Program",15JA0523F00000140,47QSWA18D008F,"2023-05-16 07:45:37"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)",15JPSS23F00000192,15JPSS22A00000118,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDB23F00000001,47QTCA18D008L,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R21F00000090,NNG15SD00B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R22F00000134,47QTCB22D0299,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000144,15JPSS21G00000052,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003503,"FBI Shared Land Mobile Radio (SLMR)",15F06723P0001084,"Replacement contract Base Year POP 7/31/23-7/30/24","2023-08-18 09:16:21"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD23F00000015,NNG15SD74B,"2023-06-23 08:05:33"
011,"Department of Justice",011-000003023,"USA IT Security Program",15JPSS22F00000747,47QTCA21D0031,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE22F00000031,75N98120D00162,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD22F00000008,15PTDD20A00000001,"2023-06-23 08:05:32"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS22F00000366,47QTCK18D0031,"2023-06-21 11:19:09"
011,"Department of Justice",011-000001384,"USTP Miscellaneous Initiatives",15JPSS22Q00000083,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000012,NNG15SD11B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000002165,"USA Office Automation (Non-JCON)",15JPSS22A00000118,"NNG15SC55B,","2023-05-16 07:45:37"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD22F00000011,15PTDD20A00000001,"2023-06-23 08:05:33"
011,"Department of Justice",011-000001721,"USA Network Operations & Services",15JPSS22F00000760,47QTCK18D0053,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15JPSS22F00000084,15JPSS19A00000129,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000320,47QTCK18D0031,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003647,"EOIR Courts and Appeals System (ECAS)",15JPSS23F00000320,47QTCK18D0031,"2023-06-21 10:07:59"
011,"Department of Justice",011-000003043,"OJP IT Security",15PTDS23F00000007," NNG15SD79B ","2023-06-21 11:19:07"
011,"Department of Justice",011-000003555,"DEA Data Center",15DDHQ23F00000104,,"2023-06-21 11:19:05"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000002,NNG15SD24B,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDD23F00000010,NNG15SD60B,"2023-06-21 11:19:08"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDD23F00000013,NNG15SC82B,"2023-06-21 11:19:08"
011,"Department of Justice",011-000001381,"USTP Bankruptcy Management (BM)","47QFAA23F0002 - P00000 ",,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003023,"USA IT Security Program"," 15JPSS23F00000235 ",,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003647,"EOIR Courts and Appeals System (ECAS)",15JPSS22F00000366,47QTCK18D0031,"2023-06-21 10:07:59"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000339,NNG15SC55B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000010,NNG15SD09B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R22F00000102,NNG15SD81B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003565,"USA Data Center",15JPSS22F00000760,47QTCK18D0053,"2023-05-16 07:45:37"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000377,NNG15SC55B,"2023-06-21 11:19:11"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDE23F00000001,NNG15SC82B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000041,NNG15SC90B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003043,"OJP IT Security",15PTDS23F00000004,NNG15SD19B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDA23F00000002,NNG15SC65B,"2023-06-23 08:05:33"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000031,47QSMA21D08R3,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003043,"OJP IT Security","15PTDS23F00000008	",NNG15SD74B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003134,"EOIR Telecom",15JE1R23F00000044,NNG15SD00B,"2023-06-21 11:19:07"
011,"Department of Justice",011-000003043,"OJP IT Security",15PTDE23F00000016,NNG15SD76B,"2023-06-21 11:19:06"
011,"Department of Justice",011-000003630,"OJP Infrastructure and IT Management",15PTDD23F00000014,NNG15SC82B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000045,NNG15SD26B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000003647,"EOIR Courts and Appeals System (ECAS)",15JPSS23F00000349,NNG15SD34B,"2023-06-21 10:07:58"
011,"Department of Justice",011-000003022,"EOIR IT Security",15JPSS23F00000320,47QTCK18D0031,"2023-06-21 11:19:05"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD22F00000009,15PTDD20A00000001,"2023-06-23 08:05:32"
011,"Department of Justice",011-000002155,"USA Telecommunications",15JA0522F00000233,47QTCK18D0011,"2023-05-16 07:45:38"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000010,NNG15SD72B,"2023-06-21 11:19:09"
011,"Department of Justice",011-000003629,"OJP Administrative Support Systems",15PTDD22F00000006,15PTDD20A00000001,"2023-06-23 08:05:32"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JE1R23F00000046,NNG15SC00B,"2023-06-21 11:19:10"
011,"Department of Justice",011-000001384,"USTP Miscellaneous Initiatives",15JUST19F00000299,,"2023-02-21 10:36:28"
011,"Department of Justice",011-000003133,"EOIR Infrastructure",15JPSS23F00000147,DJJ15-G-2638,"2023-06-21 11:19:10"
012,"Department of Labor",012-000000033,"DOL IT Security and Compliance",1605DC19F00144,,"2023-03-14 10:38:48"
012,"Department of Labor",012-000000159,"DOL Platform",1605TB21F00080,,"2023-03-14 10:38:48"
012,"Department of Labor",012-000000183,"OFCCP - Learning Management System",1605TA22F00047,,"2023-02-24 10:11:06"
012,"Department of Labor",012-000000151,"DOL End User",1605TB22F00033,,"2023-03-14 10:38:47"
012,"Department of Labor",012-000004003,"ETA Unemployment Insurance State Support Services",2823WCFARPAUIGSALG,,"2023-08-29 13:56:03"
012,"Department of Labor",012-000000033,"DOL IT Security and Compliance",1605TB21F00105,,"2023-03-14 10:38:48"
012,"Department of Labor",012-000000151,"DOL End User",1605TB20F00085,,"2023-03-14 10:38:47"
012,"Department of Labor",012-000000033,"DOL IT Security and Compliance",1605TB20F00086,,"2023-03-14 10:38:49"
012,"Department of Labor",012-000000077,"DOL IT Management",1605TA21F00086,,"2023-03-14 10:38:48"
012,"Department of Labor",012-000004003,"ETA Unemployment Insurance State Support Services",1605TA23F00040,,"2023-08-29 13:56:03"
012,"Department of Labor",012-000005007,"Pension Insurance and Economic Data (PIED)",16PBGC22T0001,,"2023-09-13 13:58:37"
012,"Department of Labor",012-000005007,"Pension Insurance and Economic Data (PIED)",16PBGC21D0002,,"2023-09-13 13:58:36"
012,"Department of Labor",012-000000136,"DOL Network",1605TB22F00039,,"2023-03-14 10:38:47"
012,"Department of Labor",012-000000149,"OIG - Network",1604DC-19-F-00041,,"2023-02-24 09:19:15"
012,"Department of Labor",012-000004009,"OIG - IT Security",24211605TB21F00105,,"2023-02-24 09:19:14"
