agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
019,"Department of Energy",019-000002803,"NNSA LANL M&O End User - Federally Directed","Standard IT Investments",2023-04-25,5,"The CIO rating reflects the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:04"
019,"Department of Energy",019-000002674,"SC Office of Science ORISE IT Management","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:58:14"
019,"Department of Energy",019-000001995,"NNSA NNSS M&O End User","Standard IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:06"
019,"Department of Energy",019-000001121,"EM SR SRNS Data Center & Cloud","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:26:43"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems","Major IT Investments",2021-06-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 12:24:40"
019,"Department of Energy",019-000002016,"NNSA LLNL M&O Applications ","Standard IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:04"
019,"Department of Energy",019-000001378,"EM SR DOE-SR IT Management","Non-major IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2022-04-26 14:26:43"
019,"Department of Energy",019-000002678,"EM HQ Cyber PBS20","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:55"
019,"Department of Energy",019-000001886,"EE IT Security & Compliance","Standard IT Investments",2022-04-03,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the investment risk scores being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:00:52"
019,"Department of Energy",019-000002683,"NE INL Compliance, Quality Assurance, Information Assurance","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 10:18:24"
019,"Department of Energy",019-000000470,"NE ID IT Management","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:00"
019,"Department of Energy",019-000002479,"EM RL Primary Data Center","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:20:41"
019,"Department of Energy",019-000001498,"NNSA SNL M&O Delivery","Standard IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:07"
019,"Department of Energy",019-000001996,"NNSA NNSS M&O Applications","Standard IT Investments",2023-04-25,4,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 4-Green due to a medium risk score. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:06"
019,"Department of Energy",019-000001995,"NNSA NNSS M&O End User","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-22 11:14:17"
019,"Department of Energy",019-000002220,"NNSA Safety Oversight - SAFER","Major IT Investments",2023-05-26,5,"The CIO rating for this investment has not changed.",Y,"2023-05-26 15:27:27"
019,"Department of Energy",019-000000774,"EE NREL Application & Data Hosting/Housing","Standard IT Investments",2023-04-28,4,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 4-Green due to a medium risk score. This investment will be monitored semi-annually to check investment overall risk status. Updates to the CIO risk rating will be made as needed during the during the Pre-Descional and President's IT budget submissions.",Y,"2023-05-01 10:17:53"
019,"Department of Energy",019-000000422,"LM 3.8 Applications Investment","Standard IT Investments",2022-04-21,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:37:36"
019,"Department of Energy",019-000001946,"NE ID End User","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:34"
019,"Department of Energy",019-000002752,"EM CBFO IT Oversight & Management","Standard IT Investments",2023-04-28,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to no active risks. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:54"
019,"Department of Energy",019-000002666,"SC Office of Science M&O IT Management","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:09"
019,"Department of Energy",019-000001780,"NNSA UPF Major Investment","Major IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2023-05-01 10:04:05"
019,"Department of Energy",019-000001370,"EM SR SRNS Applications","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:32"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems","Major IT Investments",2022-03-15,3,"The CIO rating has been updated to reflect the risk level of the investment due to rising cloud migration costs. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-03-15 11:00:13"
019,"Department of Energy",019-000001134,"EM SR SRNS Network","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the investment risk scores being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:32"
019,"Department of Energy",019-000001885,"EE IT Management","Standard IT Investments",2023-04-28,4,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 4-Green due to not reporting on all 13 risk areas. This investment will be monitored semi-annually to check investment overall risk status. Updates to the CIO risk rating will be made as needed during the during the Pre-Descional and President's IT budget submissions.",Y,"2023-05-01 10:17:52"
019,"Department of Energy",019-000002683,"NE INL Compliance, Quality Assurance, Information Assurance","Standard IT Investments",2021-08-02,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:40:36"
019,"Department of Energy",019-000001878,"EM SR SRNS End User","Standard IT Investments",2021-06-29,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the investment risk scores being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-22 11:14:17"
019,"Department of Energy",019-000001331,"EERE Program Information Center (EPIC)","Major IT Investments",2022-04-29,2,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Red rating is based on the investment risk scores being relatively high within the DOE IT portfolio as well as DME project variances above threshold. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-29 14:25:13"
019,"Department of Energy",019-000002493,"EM CBC - Tiered Data Centers","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:05:44"
019,"Department of Energy",019-000000523,"NE INL Computer Field Services Managing Personal Computers Technical Support","Standard IT Investments",2021-06-30,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-22 11:14:17"
019,"Department of Energy",019-000001122,"EM SR Contractor Business Financial and Administrative Systems (CBFAS)","Major IT Investments",2023-07-24,4,"The CIO rating for this investment changed due to updated project reporting.",Y,"2023-08-01 12:44:07"
019,"Department of Energy",019-000002772,"EM PPPO Application","Standard IT Investments",2022-04-21,4,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:20:40"
019,"Department of Energy",019-000000437,"LM 3.11 IT Management","Standard IT Investments",2022-04-21,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 12:51:44"
019,"Department of Energy",019-000000468,"NE ID IT Security and Compliance","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:40:35"
019,"Department of Energy",019-000000470,"NE ID IT Management","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 10:18:25"
019,"Department of Energy",019-000001916,"EM ORCC IT Management","Standard IT Investments",2023-04-25,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to no reported risks. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:56"
019,"Department of Energy",019-000001657,"NE INL Cyber Security Shared Services","Standard IT Investments",2022-04-21,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 10:18:24"
019,"Department of Energy",019-000001945,"NE ID Network","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 10:18:24"
019,"Department of Energy",019-000000437,"LM 3.11 IT Management","Standard IT Investments",2022-05-26,2,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Red rating is based on the investment lack of active risks as well as the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-05-31 11:41:46"
019,"Department of Energy",019-000001891,"SC Office of Science IT Security and Compliance","Standard IT Investments",2022-04-21,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:58:15"
019,"Department of Energy",019-000002661,"SC Office of Science M&O Network","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:58:15"
019,"Department of Energy",019-000001986,"WAPA Network","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:35"
019,"Department of Energy",019-000002470,"NNSA SNL M&O Platform","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 16:21:47"
019,"Department of Energy",019-000001945,"NE ID Network","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:31"
019,"Department of Energy",019-000001029,"SC Portfolio Analysis and Management System","Major IT Investments",2023-04-25,4,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 4-Green due to the investment's unmet operational performance metric. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2023-05-01 10:04:05"
019,"Department of Energy",019-000002099,"NNSA LANL M&O Network","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 16:21:47"
019,"Department of Energy",019-000001688,"NNSA Emergency Operations Support Services","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 13:42:50"
019,"Department of Energy",019-000002497,"LM 3.9 Delivery","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:47:40"
019,"Department of Energy",019-000002672,"SC Office of Science ORISE Application","Standard IT Investments",2021-06-30,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 12:50:12"
019,"Department of Energy",019-000001960,"EIA IT Security & Compliance","Standard IT Investments",2021-06-30,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:40:35"
019,"Department of Energy",019-000002648,"SC Office of Science Fed Network","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:08"
019,"Department of Energy",019-000002048,"NNSA SNL M&O End User","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 13:16:13"
019,"Department of Energy",019-000000778,"EE NREL Enterprise Collaboration Services","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:00:52"
019,"Department of Energy",019-000002654,"SC Office of Science Fed Delivery","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 09:47:41"
019,"Department of Energy",019-000002752,"EM CBFO IT Oversight & Management","Standard IT Investments",2022-04-21,4,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:05:45"
019,"Department of Energy",019-000002653,"SC Office of Science Fed Application","Standard IT Investments",2021-06-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 12:50:11"
019,"Department of Energy",019-000002212,"EM PPPO Paducah Data Center","Standard IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:57"
019,"Department of Energy",019-000001996,"NNSA NNSS M&O Applications","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 12:50:11"
019,"Department of Energy",019-000002759,"EM HQ Records Management","Standard IT Investments",2021-11-29,4,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:30"
019,"Department of Energy",019-000000422,"LM 3.8 Applications Investment","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:00"
019,"Department of Energy",019-000000571,"FECM NETL Telecommunications Systems and Support","Standard IT Investments",2021-11-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-11-29 14:55:38"
019,"Department of Energy",019-000002484,"EM RL Records Management Systems & Support - Direct","Major IT Investments",2023-05-26,3,"The CIO rating for this investment changed due to an unmet operational performance metric.",Y,"2023-05-26 15:27:27"
019,"Department of Energy",019-000001111,"CR SPRO Cyber Security","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:26:44"
019,"Department of Energy",019-000000488,"NE INL Cyber Security Access Management","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:01"
019,"Department of Energy",019-000002628,"NNSA OCIO Federal Salaries and Expense (FSE)","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:40:37"
019,"Department of Energy",019-000000176,"EM CBFO Application & Platform","Standard IT Investments",2023-04-28,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to a high score. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:54"
019,"Department of Energy",019-000002776,"NNSA LANL M&O Output","Standard IT Investments",2023-04-25,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criteria's. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:04"
019,"Department of Energy",019-000002457,"NNSA CNS M&O Output","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 13:16:14"
019,"Department of Energy",019-000000971,"EM RL Business Management Systems & Support","Major IT Investments",2023-04-25,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to a medium risk score and an unmet operational performance metric. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2023-05-01 10:04:03"
019,"Department of Energy",019-000002496,"EM CBC - End User ","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:54"
019,"Department of Energy",019-000000109,"EM CBC SSS - IT Infrastructure","Standard IT Investments",2023-04-28,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to no reported risks. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:54"
019,"Department of Energy",019-000002093,"NNSA CNS M&O Applications","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 12:50:11"
019,"Department of Energy",019-000002210,"EM PPPO Network","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:20:40"
019,"Department of Energy",019-000001995,"NNSA NNSS M&O End User","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 13:16:20"
019,"Department of Energy",019-000002687,"NE INL Other Enterprise System Administration","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:01"
019,"Department of Energy",019-000001876,"CF PMO","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-29 11:09:08"
019,"Department of Energy",019-000002493,"EM CBC - Tiered Data Centers","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:54"
019,"Department of Energy",019-000001961,"SWPA IT Security & Compliance","Standard IT Investments",2022-04-21,3,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. The Yellow rating is based on the operational funding required for steady state operations being relatively high within the DOE IT portfolio. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 12:51:44"
019,"Department of Energy",019-000000504,"NE INL Engineering","Standard IT Investments",2022-04-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-29 14:14:11"
019,"Department of Energy",019-000001779,"NNSA CNS M&O Enterprise Resource Planning (ERP) Consolidation","Major IT Investments",2023-05-26,4,"The CIO rating for this investment changed due to the completion of projects with cost variances.",N,"2023-05-26 15:27:27"
019,"Department of Energy",019-000001998,"NNSA LLNL M&O IT Management","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 13:42:51"
