agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
010,"Department of the Interior",021-04-0102,"Salaries and Expenses",2022,"CIO Authority",0
010,"Department of the Interior",021-04-0102,"Salaries and Expenses",2022,"Budget Authority",0
010,"Department of the Interior",021-04-0102,"Salaries and Expenses",2022,"Funding Total",0.05
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2022,"CIO Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2022,"Budget Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2022,"Funding Total",0.225
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2022,"CIO Authority",0
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2022,"Budget Authority",0
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2022,"Funding Total",9.327196
010,"Department of the Interior",005-96-1106,"National Forest System",2022,"CIO Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2022,"Budget Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2022,"Funding Total",0.251528
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2022,"CIO Authority",0
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2022,"Budget Authority",0
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2022,"Funding Total",1.045083
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2022,"CIO Authority",0
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2022,"Budget Authority",0
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2022,"Funding Total",0.681638
010,"Department of the Interior",018-80-0800,"Program Administration",2022,"CIO Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2022,"Budget Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2022,"Funding Total",0.025
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2022,"CIO Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2022,"Budget Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2022,"Funding Total",0.137356
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2022,"CIO Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2022,"Budget Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2022,"Funding Total",0.225
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2022,"CIO Authority",0
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2022,"Budget Authority",0
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2022,"Funding Total",0.01
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2022,"CIO Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2022,"Budget Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2022,"Funding Total",0.025
010,"Department of the Interior",010-76-2301,Construction,2022,"CIO Authority",0
010,"Department of the Interior",010-76-2301,Construction,2022,"Budget Authority",0
010,"Department of the Interior",010-76-2301,Construction,2022,"Funding Total",6.861603
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2022,"CIO Authority",0
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2022,"Budget Authority",0
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2022,"Funding Total",106.639276
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2022,"CIO Authority",0
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2022,"Budget Authority",0
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2022,"Funding Total",21.179045
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2023,"CIO Authority",0
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2023,"Budget Authority",0
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2023,"Funding Total",0.05
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2023,"CIO Authority",0.0075
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2023,"Budget Authority",0.0075
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2023,"Funding Total",0.547053
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2023,"CIO Authority",0
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2023,"Budget Authority",0
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2023,"Funding Total",0.025
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2023,"CIO Authority",8.245336
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2023,"Budget Authority",8.245336
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2023,"Funding Total",8.245336
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2023,"CIO Authority",0
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2023,"Budget Authority",0
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2023,"Funding Total",0.05
010,"Department of the Interior",018-80-0800,"Program Administration",2023,"CIO Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2023,"Budget Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2023,"Funding Total",0.025
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2023,"CIO Authority",60.669662
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2023,"Budget Authority",44.322662
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2023,"Funding Total",80.557975
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2023,"CIO Authority",0.053221
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2023,"Budget Authority",0.053221
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2023,"Funding Total",0.053221
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2023,"CIO Authority",1
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2023,"Budget Authority",1
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2023,"Funding Total",1.031
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2023,"CIO Authority",0
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2023,"Budget Authority",0
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2023,"Funding Total",0.05
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2023,"CIO Authority",3.493109
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2023,"Budget Authority",3.493109
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2023,"Funding Total",2.896643
010,"Department of the Interior",026-00-0112,"Mission Support",2023,"CIO Authority",0
010,"Department of the Interior",026-00-0112,"Mission Support",2023,"Budget Authority",0
010,"Department of the Interior",026-00-0112,"Mission Support",2023,"Funding Total",0.225
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2023,"CIO Authority",0
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2023,"Budget Authority",0
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2023,"Funding Total",0.05
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2023,"CIO Authority",25.718317
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2023,"Budget Authority",21.12588
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2023,"Funding Total",27.801317
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2023,"CIO Authority",156.414487
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2023,"Budget Authority",156.414487
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2023,"Funding Total",156.409233
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2023,"CIO Authority",0
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2023,"Budget Authority",0
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2023,"Funding Total",1.257
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2023,"CIO Authority",28.350906
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2023,"Budget Authority",28.350906
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2023,"Funding Total",30.799077
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2023,"CIO Authority",0
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2023,"Budget Authority",0
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2023,"Funding Total",3.747
010,"Department of the Interior",010-18-1611,"Resource Management",2023,"CIO Authority",97.044311
010,"Department of the Interior",010-18-1611,"Resource Management",2023,"Budget Authority",96.774311
010,"Department of the Interior",010-18-1611,"Resource Management",2023,"Funding Total",95.122562
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2023,"CIO Authority",0.165
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2023,"Budget Authority",0.165
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2023,"Funding Total",0.049
010,"Department of the Interior",010-10-0687,"California Bay-Delta Restoration",2023,"CIO Authority",0.148202
010,"Department of the Interior",010-10-0687,"California Bay-Delta Restoration",2023,"Budget Authority",0.148202
010,"Department of the Interior",010-10-0687,"California Bay-Delta Restoration",2023,"Funding Total",0.02
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2023,"CIO Authority",32.025078
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2023,"Budget Authority",32.025078
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2023,"Funding Total",37.766723
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2023,"CIO Authority",96.358151
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2023,"Budget Authority",95.390043
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2023,"Funding Total",99.214947
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2023,"CIO Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2023,"Budget Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2023,"Funding Total",0.135725
010,"Department of the Interior",029-40-4539,"Franchise Fund",2023,"CIO Authority",0
010,"Department of the Interior",029-40-4539,"Franchise Fund",2023,"Budget Authority",0
010,"Department of the Interior",029-40-4539,"Franchise Fund",2023,"Funding Total",0.025
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2023,"CIO Authority",0
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2023,"Budget Authority",0
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2023,"Funding Total",0.05
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2023,"CIO Authority",119.629032
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2023,"Budget Authority",119.629032
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2023,"Funding Total",117.775322
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2023,"CIO Authority",0
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2023,"Budget Authority",0
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2023,"Funding Total",0.2342
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2023,"CIO Authority",321.791777
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2023,"Budget Authority",321.791777
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2023,"Funding Total",355.280575
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2023,"CIO Authority",397.077392
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2023,"Budget Authority",386.564996
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2023,"Funding Total",465.597
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2023,"CIO Authority",0
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2023,"Budget Authority",0
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2023,"Funding Total",0.225
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2023,"CIO Authority",0
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2023,"Budget Authority",0
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2023,"Funding Total",0.225
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2023,"CIO Authority",6.23918
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2023,"Budget Authority",6.23918
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2023,"Funding Total",6.528511
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2023,"CIO Authority",18.053067
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2023,"Budget Authority",18.053067
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2023,"Funding Total",19.372604
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2023,"CIO Authority",0.677449
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2023,"Budget Authority",0.677449
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2023,"Funding Total",0.677449
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2023,"CIO Authority",36.007499
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2023,"Budget Authority",35.981475
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2023,"Funding Total",36.535229
010,"Department of the Interior",005-96-1106,"National Forest System",2023,"CIO Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2023,"Budget Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2023,"Funding Total",0.221044
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2023,"CIO Authority",46.697756
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2023,"Budget Authority",46.216843
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2023,"Funding Total",41.174173
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2023,"CIO Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2023,"Budget Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2023,"Funding Total",0.225
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2023,"CIO Authority",0
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2023,"Budget Authority",0
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2023,"Funding Total",0.05
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2023,"CIO Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2023,"Budget Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2023,"Funding Total",0.225
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2023,"CIO Authority",0
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2023,"Budget Authority",0
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2023,"Funding Total",0.025
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2023,"CIO Authority",0
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2023,"Budget Authority",0
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2023,"Funding Total",0.025
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2023,"CIO Authority",3.904164
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2023,"Budget Authority",3.878524
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2023,"Funding Total",4.768664
010,"Department of the Interior",010-10-5537,"San Joaquin Restoration Fund",2023,"CIO Authority",0.025024
010,"Department of the Interior",010-10-5537,"San Joaquin Restoration Fund",2023,"Budget Authority",0.025024
010,"Department of the Interior",010-10-5537,"San Joaquin Restoration Fund",2023,"Funding Total",0.014
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2023,"CIO Authority",1.453261
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2023,"Budget Authority",1.453261
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2023,"Funding Total",1.453384
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2023,"CIO Authority",0
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2023,"Budget Authority",0
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2023,"Funding Total",0.05
010,"Department of the Interior",393-00-0300,"Operating expenses",2023,"CIO Authority",0
010,"Department of the Interior",393-00-0300,"Operating expenses",2023,"Budget Authority",0
010,"Department of the Interior",393-00-0300,"Operating expenses",2023,"Funding Total",0.025
010,"Department of the Interior",010-10-5065,"Policy and Administration",2023,"CIO Authority",6.729908
010,"Department of the Interior",010-10-5065,"Policy and Administration",2023,"Budget Authority",6.71709
010,"Department of the Interior",010-10-5065,"Policy and Administration",2023,"Funding Total",7.200639
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2023,"CIO Authority",1.588606
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2023,"Budget Authority",1.768606
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2023,"Funding Total",2.247606
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2023,"CIO Authority",4.408024
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2023,"Budget Authority",4.603477
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2023,"Funding Total",17.259194
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2023,"CIO Authority",0
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2023,"Budget Authority",0
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2023,"Funding Total",0.025
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2023,"CIO Authority",237.712846
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2023,"Budget Authority",237.514846
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2023,"Funding Total",168.894112
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2023,"CIO Authority",4.604903
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2023,"Budget Authority",4.234332
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2023,"Funding Total",4.042227
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2023,"CIO Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2023,"Budget Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2023,"Funding Total",0.025
010,"Department of the Interior",024-10-0100,"Operations and Support",2023,"CIO Authority",0
010,"Department of the Interior",024-10-0100,"Operations and Support",2023,"Budget Authority",0
010,"Department of the Interior",024-10-0100,"Operations and Support",2023,"Funding Total",0.225
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2023,"CIO Authority",9.832061
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2023,"Budget Authority",9.7491
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2023,"Funding Total",13.19824
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2023,"CIO Authority",9.370978
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2023,"Budget Authority",9.370978
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2023,"Funding Total",9.632992
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2023,"CIO Authority",7.081219
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2023,"Budget Authority",7.081219
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2023,"Funding Total",7.615645
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2023,"CIO Authority",0
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2023,"Budget Authority",0
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2023,"Funding Total",0.025
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2023,"CIO Authority",0.01
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2023,"Budget Authority",0.01
010,"Department of the Interior",010-10-5173,"Central Valley Project Restoration Fund",2023,"Funding Total",0
010,"Department of the Interior",010-24-1039-0,"Construction (and Major Maintenance)",2023,"CIO Authority",0.2699
010,"Department of the Interior",010-24-1039-0,"Construction (and Major Maintenance)",2023,"Budget Authority",0.2699
010,"Department of the Interior",010-24-1039-0,"Construction (and Major Maintenance)",2023,"Funding Total",0
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2023,"CIO Authority",0
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2023,"Budget Authority",0
010,"Department of the Interior",010-76-9925,"Miscellaneous permanent appropriations",2023,"Funding Total",0
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2024,"CIO Authority",9.015874
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2024,"Budget Authority",9.015874
010,"Department of the Interior",010-08-1801,"Regulation and Technology",2024,"Funding Total",9.015874
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2024,"CIO Authority",3.261883
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2024,"Budget Authority",3.261883
010,"Department of the Interior",010-08-5015,"Abandoned Mine Reclamation Fund",2024,"Funding Total",3.261883
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2024,"CIO Authority",0.065
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2024,"Budget Authority",0.065
010,"Department of the Interior",010-24-9924,"Other Permanent Appropriations",2024,"Funding Total",0.065
010,"Department of the Interior",005-96-1106,"National Forest System",2024,"CIO Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2024,"Budget Authority",0
010,"Department of the Interior",005-96-1106,"National Forest System",2024,"Funding Total",0.244528
010,"Department of the Interior",010-76-2301,Construction,2024,"CIO Authority",7.501177
010,"Department of the Interior",010-76-2301,Construction,2024,"Budget Authority",7.501177
010,"Department of the Interior",010-76-2301,Construction,2024,"Funding Total",7.501177
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2024,"CIO Authority",0
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2024,"Budget Authority",0
010,"Department of the Interior",009-10-9911,"Salaries and Expenses",2024,"Funding Total",0.05
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2024,"CIO Authority",0
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2024,"Budget Authority",0
010,"Department of the Interior",014-05-4519,"Working Capital Fund",2024,"Funding Total",0.05
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2024,"CIO Authority",0
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2024,"Budget Authority",0
010,"Department of the Interior",023-30-4540,"Working Capital Fund",2024,"Funding Total",0.05
010,"Department of the Interior",010-18-1611,"Resource Management",2024,"CIO Authority",93.415556
010,"Department of the Interior",010-18-1611,"Resource Management",2024,"Budget Authority",93.415556
010,"Department of the Interior",010-18-1611,"Resource Management",2024,"Funding Total",93.415556
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2024,"CIO Authority",1.063
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2024,"Budget Authority",1.063
010,"Department of the Interior",010-84-5005,"Land and Water Conservation Fund",2024,"Funding Total",1.063
010,"Department of the Interior",393-00-0300,"Operating expenses",2024,"CIO Authority",0
010,"Department of the Interior",393-00-0300,"Operating expenses",2024,"Budget Authority",0
010,"Department of the Interior",393-00-0300,"Operating expenses",2024,"Funding Total",0.025
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2024,"CIO Authority",9.701359
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2024,"Budget Authority",9.701359
010,"Department of the Interior",010-24-9928,"Recreation Fee Permanent Appropriations",2024,"Funding Total",9.701359
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2024,"CIO Authority",29.188268
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2024,"Budget Authority",29.188268
010,"Department of the Interior",010-77-2106,"Operation of Indian Education Programs",2024,"Funding Total",29.188268
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2024,"CIO Authority",0
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2024,"Budget Authority",0
010,"Department of the Interior",011-03-4526,"Working Capital Fund",2024,"Funding Total",0.05
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2024,"CIO Authority",0
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2024,"Budget Authority",0
010,"Department of the Interior",012-25-0165,"Salaries and Expenses",2024,"Funding Total",0.025
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2024,"CIO Authority",183.187656
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2024,"Budget Authority",183.187656
010,"Department of the Interior",010-04-1109,"Management of Lands and Resources",2024,"Funding Total",183.187656
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2024,"CIO Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2024,"Budget Authority",0
010,"Department of the Interior",202-00-3123,"Operation and maintenance",2024,"Funding Total",0.137356
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2024,"CIO Authority",0
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2024,"Budget Authority",0
010,"Department of the Interior",184-25-1001,"Trade and Development Agency",2024,"Funding Total",0.025
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2024,"CIO Authority",0
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2024,"Budget Authority",0
010,"Department of the Interior",016-00-8704,"Limitation on Administrative Expenses",2024,"Funding Total",0.025
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2024,"CIO Authority",0.007503
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2024,"Budget Authority",0.007503
010,"Department of the Interior",010-85-0412,"Assistance to Territories",2024,"Funding Total",0.007503
010,"Department of the Interior",026-00-0112,"Mission Support",2024,"CIO Authority",0
010,"Department of the Interior",026-00-0112,"Mission Support",2024,"Budget Authority",0
010,"Department of the Interior",026-00-0112,"Mission Support",2024,"Funding Total",0.225
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2024,"CIO Authority",99.504885
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2024,"Budget Authority",99.504885
010,"Department of the Interior",010-76-2100,"Operation of Indian Programs",2024,"Funding Total",99.504885
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2024,"CIO Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2024,"Budget Authority",0
010,"Department of the Interior",007-10-0100,"Operation and Maintenance, Defense-wide",2024,"Funding Total",0.225
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2024,"CIO Authority",109.286558
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2024,"Budget Authority",109.286558
010,"Department of the Interior",010-10-4524,"Working Capital Fund",2024,"Funding Total",109.286558
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2024,"CIO Authority",8.49464
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2024,"Budget Authority",8.49464
010,"Department of the Interior",010-88-0104,"Salaries and Expenses",2024,"Funding Total",8.49464
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2024,"CIO Authority",5.84441
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2024,"Budget Authority",5.84441
010,"Department of the Interior",010-10-4081,"Upper Colorado River Basin Fund",2024,"Funding Total",5.84441
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2024,"CIO Authority",471.786769
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2024,"Budget Authority",471.786769
010,"Department of the Interior",010-95-4523,"Working Capital Fund",2024,"Funding Total",537.349388
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2024,"CIO Authority",0
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2024,"Budget Authority",0
